state,county,childtype,text,code,id,latitude,longitude,subregiontype,count,id2,name,url,latitude3,longitude4,zindex,currency
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,30731,Canoga Park,http://www.zillow.com/local-info/CA-Los-Angeles/Canoga-Park/r_30731/,34.214538,-118.601515,465800,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,113886,Boyle Heights,http://www.zillow.com/local-info/CA-Los-Angeles/Boyle-Heights/r_113886/,34.034322,-118.207726,324600,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,34213,Sylmar,http://www.zillow.com/local-info/CA-Los-Angeles/Sylmar/r_34213/,34.329469,-118.343749,402600,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,33183,Northridge,http://www.zillow.com/local-info/CA-Los-Angeles/Northridge/r_33183/,34.249046,-118.524623,623300,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,54300,San Pedro,http://www.zillow.com/local-info/CA-Los-Angeles/San-Pedro/r_54300/,33.735719,-118.301769,518900,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,40215,Pacoima,http://www.zillow.com/local-info/CA-Los-Angeles/Pacoima/r_40215/,34.269033,-118.411285,336500,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,40548,Reseda,http://www.zillow.com/local-info/CA-Los-Angeles/Reseda/r_40548/,34.200595,-118.540384,413800,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,13176,Panorama City,http://www.zillow.com/local-info/CA-Los-Angeles/Panorama-City/r_13176/,34.228894,-118.444025,350000,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,13017,North Hills,http://www.zillow.com/local-info/CA-Los-Angeles/North-Hills/r_13017/,34.238715,-118.477062,456200,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,48516,Wilmington,http://www.zillow.com/local-info/CA-Los-Angeles/Wilmington/r_48516/,33.791294,-118.265751,391400,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,118920,Westwood,http://www.zillow.com/local-info/CA-Los-Angeles/Westwood/r_118920/,34.064817,-118.440436,959700,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,273197,Central City,http://www.zillow.com/local-info/CA-Los-Angeles/Central-City/r_273197/,34.019061,-118.259976,315000,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,31817,Granada Hills,http://www.zillow.com/local-info/CA-Los-Angeles/Granada-Hills/r_31817/,34.294514,-118.507393,522800,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,27987,Winnetka,http://www.zillow.com/local-info/CA-Los-Angeles/Winnetka/r_27987/,34.210479,-118.575356,449400,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,48570,Woodland Hills,http://www.zillow.com/local-info/CA-Los-Angeles/Woodland-Hills/r_48570/,34.161976,-118.615136,707200,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,115609,Highland Park,http://www.zillow.com/local-info/CA-Los-Angeles/Highland-Park/r_115609/,34.116714,-118.191083,533500,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,117183,Palms,http://www.zillow.com/local-info/CA-Los-Angeles/Palms/r_117183/,34.024366,-118.401738,766700,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,268581,West Adams,http://www.zillow.com/local-info/CA-Los-Angeles/West-Adams/r_268581/,34.026675,-118.356231,503300,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,276450,Mid City West,http://www.zillow.com/local-info/CA-Los-Angeles/Mid-City-West/r_276450/,34.07418,-118.367366,1196200,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,51906,Encino,http://www.zillow.com/local-info/CA-Los-Angeles/Encino/r_51906/,34.156391,-118.503732,776300,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,48200,Valencia,http://www.zillow.com/local-info/CA-Santa-Clarita/Valencia/r_48200/,34.44146,-118.598489,483000,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,114914,El Sereno,http://www.zillow.com/local-info/CA-Los-Angeles/El-Sereno/r_114914/,34.080083,-118.178863,377700,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,274517,Mid Wilshire,http://www.zillow.com/local-info/CA-Los-Angeles/Mid-Wilshire/r_274517/,34.072658,-118.335226,1312800,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,37739,Canyon Country,http://www.zillow.com/local-info/CA-Santa-Clarita/Canyon-Country/r_37739/,34.401811,-118.412066,402100,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,116415,Mar Vista,http://www.zillow.com/local-info/CA-Los-Angeles/Mar-Vista/r_116415/,34.012511,-118.43667,1042600,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,26134,Newhall,http://www.zillow.com/local-info/CA-Santa-Clarita/Newhall/r_26134/,34.382112,-118.496232,426600,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,273930,Harbor Gateway,http://www.zillow.com/local-info/CA-Los-Angeles/Harbor-Gateway/r_273930/,33.868455,-118.295304,406800,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,118849,Watts,http://www.zillow.com/local-info/CA-Los-Angeles/Watts/r_118849/,33.941636,-118.241493,250900,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,47950,Tarzana,http://www.zillow.com/local-info/CA-Los-Angeles/Tarzana/r_47950/,34.158186,-118.548394,685400,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,37835,Chatsworth,http://www.zillow.com/local-info/CA-Los-Angeles/Chatsworth/r_37835/,34.251091,-118.605322,526600,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,268097,Crenshaw,http://www.zillow.com/local-info/CA-Los-Angeles/Crenshaw/r_268097/,34.009576,-118.356941,463100,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,268002,Arleta,http://www.zillow.com/local-info/CA-Los-Angeles/Arleta/r_268002/,34.233433,-118.431637,378900,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,268473,Silver Lake,http://www.zillow.com/local-info/CA-Los-Angeles/Silver-Lake/r_268473/,34.092757,-118.266941,777500,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,7877,Westchester,http://www.zillow.com/local-info/CA-Los-Angeles/Westchester/r_7877/,33.952138,-118.404407,809600,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,115729,Hyde Park,http://www.zillow.com/local-info/CA-Los-Angeles/Hyde-Park/r_115729/,33.98545,-118.339203,360100,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,47880,Studio City,http://www.zillow.com/local-info/CA-Los-Angeles/Studio-City/r_47880/,34.13819,-118.390763,965000,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,403184,Del Rey,http://www.zillow.com/local-info/CA-Los-Angeles/Del-Rey/r_403184/,33.988598,-118.424311,763400,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,268588,West Hills,http://www.zillow.com/local-info/CA-Los-Angeles/West-Hills/r_268588/,34.209795,-118.635408,618200,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,274695,North Central,http://www.zillow.com/local-info/CA-Pasadena/North-Central/r_274695/,34.168695,-118.150311,523400,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,116206,Lincoln Heights,http://www.zillow.com/local-info/CA-Los-Angeles/Lincoln-Heights/r_116206/,34.072906,-118.211313,367900,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,21056,Venice,http://www.zillow.com/local-info/CA-Los-Angeles/Venice/r_21056/,33.986305,-118.462922,1322500,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,117954,Sawtelle,http://www.zillow.com/local-info/CA-Los-Angeles/Sawtelle/r_117954/,34.041829,-118.452216,711900,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,275067,Poly High District,http://www.zillow.com/local-info/CA-Long-Beach/Poly-High-District/r_275067/,33.800782,-118.178558,366800,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,268118,Downtown,http://www.zillow.com/local-info/CA-Los-Angeles/Downtown/r_268118/,34.04314,-118.255264,469900,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,113910,Brentwood,http://www.zillow.com/local-info/CA-Los-Angeles/Brentwood/r_113910/,34.08625,-118.490295,2248900,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,274049,Hollywood Hills,http://www.zillow.com/local-info/CA-Los-Angeles/Hollywood-Hills/r_274049/,34.122489,-118.351252,1557500,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,268548,Valley Glen,http://www.zillow.com/local-info/CA-Los-Angeles/Valley-Glen/r_268548/,34.189755,-118.414343,589400,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,403192,Harvard Heights,http://www.zillow.com/local-info/CA-Los-Angeles/Harvard-Heights/r_403192/,34.046386,-118.296546,515700,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,6952,Saugus,http://www.zillow.com/local-info/CA-Santa-Clarita/Saugus/r_6952/,34.447456,-118.517066,443000,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,115836,Jefferson Park,http://www.zillow.com/local-info/CA-Los-Angeles/Jefferson-Park/r_115836/,34.029068,-118.322014,434500,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,275989,West Side,http://www.zillow.com/local-info/CA-Long-Beach/West-Side/r_275989/,33.804501,-118.216803,349500,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,114808,Eagle Rock,http://www.zillow.com/local-info/CA-Los-Angeles/Eagle-Rock/r_114808/,34.133948,-118.20476,648700,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,276157,Wrigley,http://www.zillow.com/local-info/CA-Long-Beach/Wrigley/r_276157/,33.807879,-118.197157,431700,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,268404,Pico-Union,http://www.zillow.com/local-info/CA-Los-Angeles/Pico--Union/r_268404/,34.048072,-118.274808,,
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,274359,Los Feliz,http://www.zillow.com/local-info/CA-Los-Angeles/Los-Feliz/r_274359/,34.107568,-118.287464,1211000,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,273825,Glassell Park,http://www.zillow.com/local-info/CA-Los-Angeles/Glassell-Park/r_273825/,34.117864,-118.236309,570200,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,268134,Echo Park,http://www.zillow.com/local-info/CA-Los-Angeles/Echo-Park/r_268134/,34.081713,-118.253649,581100,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,268551,Valley Village,http://www.zillow.com/local-info/CA-Los-Angeles/Valley-Village/r_268551/,34.162764,-118.395334,717600,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,49678,Lennox,http://www.zillow.com/local-info/CA-Inglewood/Lennox/r_49678/,33.938172,-118.357146,,
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,275024,Pico-Robertson,http://www.zillow.com/local-info/CA-Los-Angeles/Pico--Robertson/r_275024/,34.053022,-118.383312,901200,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,275405,South,http://www.zillow.com/local-info/CA-Pasadena/South/r_275405/,34.131557,-118.13607,515400,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,19810,Pacific Palisades,http://www.zillow.com/local-info/CA-Los-Angeles/Pacific-Palisades/r_19810/,34.078243,-118.547716,2389100,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,27484,Tujunga,http://www.zillow.com/local-info/CA-Los-Angeles/Tujunga/r_27484/,34.266263,-118.271007,459600,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,38888,Harbor City,http://www.zillow.com/local-info/CA-Los-Angeles/Harbor-City/r_38888/,33.79786,-118.295175,454800,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,27328,Sunland,http://www.zillow.com/local-info/CA-Los-Angeles/Sunland/r_27328/,34.261922,-118.30262,446000,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,275078,Porter Ranch,http://www.zillow.com/local-info/CA-Los-Angeles/Porter-Ranch/r_275078/,34.287916,-118.561502,692900,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,275958,West Central,http://www.zillow.com/local-info/CA-Pasadena/West-Central/r_275958/,34.151909,-118.139276,456500,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,116646,Mission Hills,http://www.zillow.com/local-info/CA-Los-Angeles/Mission-Hills/r_116646/,34.270439,-118.455132,415400,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,416309,Hellman,http://www.zillow.com/local-info/CA-Long-Beach/Hellman/r_416309/,33.777149,-118.174457,285700,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,268057,Central City East,http://www.zillow.com/local-info/CA-Los-Angeles/Central-City-East/r_268057/,34.047152,-118.228639,496700,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,276606,The Plaza,http://www.zillow.com/local-info/CA-Long-Beach/The-Plaza/r_276606/,33.810433,-118.107578,562200,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,274750,Northwest Torrance,http://www.zillow.com/local-info/CA-Torrance/Northwest-Torrance/r_274750/,33.870586,-118.342625,580200,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,273539,East Central,http://www.zillow.com/local-info/CA-Pasadena/East-Central/r_273539/,34.171219,-118.105817,725500,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,116774,Mount Washington,http://www.zillow.com/local-info/CA-Los-Angeles/Mount-Washington/r_116774/,34.10282,-118.216521,643100,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,276258,Citrus Grove,http://www.zillow.com/local-info/CA-Glendale/Citrus-Grove/r_276258/,34.149185,-118.238713,379800,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,48315,Walnut Park,http://www.zillow.com/local-info/CA-Huntington-Park/Walnut-Park/r_48315/,33.966982,-118.22051,,
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,274425,Mariposa,http://www.zillow.com/local-info/CA-Glendale/Mariposa/r_274425/,34.13809,-118.247322,452700,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,118769,Vincent,http://www.zillow.com/local-info/CA-Covina/Vincent/r_118769/,34.099515,-117.924793,,
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,273252,Traffic Circle,http://www.zillow.com/local-info/CA-Long-Beach/Traffic-Circle/r_273252/,33.793458,-118.146403,471500,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,396056,East San Gabriel,http://www.zillow.com/local-info/CA-San-Gabriel/East-San-Gabriel/r_396056/,34.117215,-118.07932,,
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,273567,East Side,http://www.zillow.com/local-info/CA-Long-Beach/East-Side/r_273567/,33.778995,-118.148073,351800,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,276514,Playa Del Rey,http://www.zillow.com/local-info/CA-Los-Angeles/Playa-Del-Rey/r_276514/,33.962358,-118.437131,676700,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,416302,Alamitos Beach,http://www.zillow.com/local-info/CA-Long-Beach/Alamitos-Beach/r_416302/,33.766154,-118.174135,324500,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,416315,Zaferia,http://www.zillow.com/local-info/CA-Long-Beach/Zaferia/r_416315/,33.787017,-118.158988,303700,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,113749,Beverly Glen,http://www.zillow.com/local-info/CA-Los-Angeles/Beverly-Glen/r_113749/,34.10612,-118.41587,2174700,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,403142,Cheviot Hills,http://www.zillow.com/local-info/CA-Los-Angeles/Cheviot-Hills/r_403142/,34.043397,-118.418379,1519600,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,268249,Lakeview Terrace,http://www.zillow.com/local-info/CA-Los-Angeles/Lakeview-Terrace/r_268249/,34.28228,-118.359773,413100,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,403193,Arlington Heights,http://www.zillow.com/local-info/CA-Los-Angeles/Arlington-Heights/r_403193/,34.043706,-118.317168,751100,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,273257,City Center,http://www.zillow.com/local-info/CA-Glendale/City-Center/r_273257/,34.151025,-118.251774,373400,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,273263,City College Area,http://www.zillow.com/local-info/CA-Long-Beach/City-College-Area/r_273263/,33.817727,-118.128995,548600,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,272968,Bixby Area,http://www.zillow.com/local-info/CA-Long-Beach/Bixby-Area/r_272968/,33.839533,-118.178429,472800,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,416334,Northeast Torrance,http://www.zillow.com/local-info/CA-Torrance/Northeast-Torrance/r_416334/,33.872705,-118.317676,577900,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,47263,Quartz Hill,http://www.zillow.com/local-info/CA-Lancaster/Quartz-Hill/r_47263/,34.655038,-118.21861,,
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,416312,Willmore City,http://www.zillow.com/local-info/CA-Long-Beach/Willmore-City/r_416312/,33.778977,-118.196989,288000,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,272933,Belmont Heights,http://www.zillow.com/local-info/CA-Long-Beach/Belmont-Heights/r_272933/,33.76667,-118.143027,700100,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,273486,Downtown,http://www.zillow.com/local-info/CA-Long-Beach/Downtown/r_273486/,33.766596,-118.193824,266900,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,118887,West Los Angeles,http://www.zillow.com/local-info/CA-Los-Angeles/West-Los-Angeles/r_118887/,34.047301,-118.432071,976500,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,12274,Lake Los Angeles,http://www.zillow.com/local-info/CA-Palmdale/Lake-Los-Angeles/r_12274/,34.612926,-117.840383,,
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,273868,Grandview,http://www.zillow.com/local-info/CA-Glendale/Grandview/r_273868/,34.171581,-118.289184,584200,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,274293,Leimert Park,http://www.zillow.com/local-info/CA-Los-Angeles/Leimert-Park/r_274293/,34.012368,-118.326894,513300,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,416306,East Village,http://www.zillow.com/local-info/CA-Long-Beach/East-Village/r_416306/,33.772632,-118.184178,228400,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,268010,Atwater Village,http://www.zillow.com/local-info/CA-Los-Angeles/Atwater-Village/r_268010/,34.130918,-118.262365,669100,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,114326,Citrus,http://www.zillow.com/local-info/CA-Azusa/Citrus/r_114326/,34.11618,-117.888095,,
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,273400,Crescenta Highlands,http://www.zillow.com/local-info/CA-Glendale/Crescenta-Highlands/r_273400/,34.233096,-118.25622,686100,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,268103,Cypress Park,http://www.zillow.com/local-info/CA-Los-Angeles/Cypress-Park/r_268103/,34.092037,-118.225842,480100,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,275428,Southeast Torrance,http://www.zillow.com/local-info/CA-Torrance/Southeast-Torrance/r_275428/,33.811985,-118.318302,683400,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,116302,Los Altos,http://www.zillow.com/local-info/CA-Long-Beach/Los-Altos/r_116302/,33.795672,-118.120915,571700,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,275884,Vineyard,http://www.zillow.com/local-info/CA-Glendale/Vineyard/r_275884/,34.151521,-118.267378,423600,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,403195,Crestview,http://www.zillow.com/local-info/CA-Los-Angeles/Crestview/r_403195/,34.038472,-118.380274,830000,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,274895,Olde Torrance,http://www.zillow.com/local-info/CA-Torrance/Olde-Torrance/r_274895/,33.828969,-118.31876,524800,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,275856,Verdugo Viejo,http://www.zillow.com/local-info/CA-Glendale/Verdugo-Viejo/r_275856/,34.166248,-118.260669,441900,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,114643,Del Aire,http://www.zillow.com/local-info/CA-Hawthorne/Del-Aire/r_114643/,33.915578,-118.369832,,
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,416310,Rose Park,http://www.zillow.com/local-info/CA-Long-Beach/Rose-Park/r_416310/,33.775333,-118.16003,471300,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,114820,East Compton,http://www.zillow.com/local-info/CA-Compton/East-Compton/r_114820/,33.897431,-118.194863,,
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,35111,Charter Oak,http://www.zillow.com/local-info/CA-Covina/Charter-Oak/r_35111/,34.100082,-117.857507,,
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,416330,Southwood Riviera,http://www.zillow.com/local-info/CA-Torrance/Southwood-Riviera/r_416330/,33.815621,-118.360334,843200,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,27431,Toluca Lake,http://www.zillow.com/local-info/CA-Los-Angeles/Toluca-Lake/r_27431/,34.153725,-118.358138,733800,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,416313,Washington School,http://www.zillow.com/local-info/CA-Long-Beach/Washington-School/r_416313/,33.786383,-118.197133,,
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,115657,Riviera,http://www.zillow.com/local-info/CA-Redondo-Beach/Riviera/r_115657/,33.806465,-118.371592,1029800,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,273837,Glenwood,http://www.zillow.com/local-info/CA-Glendale/Glenwood/r_273837/,34.170053,-118.272754,745600,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,416336,Delthome,http://www.zillow.com/local-info/CA-Torrance/Delthome/r_416336/,33.843075,-118.346964,761000,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,403183,Beverlywood,http://www.zillow.com/local-info/CA-Los-Angeles/Beverlywood/r_403183/,34.039235,-118.395252,1377400,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,275257,Rossmoyne,http://www.zillow.com/local-info/CA-Glendale/Rossmoyne/r_275257/,34.163906,-118.24486,733900,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,274684,North Arroyo,http://www.zillow.com/local-info/CA-Pasadena/North-Arroyo/r_274684/,34.196444,-118.176917,968000,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,274262,Lakewood Village,http://www.zillow.com/local-info/CA-Long-Beach/Lakewood-Village/r_274262/,33.839707,-118.133808,600100,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,274513,Mid Central,http://www.zillow.com/local-info/CA-Pasadena/Mid-Central/r_274513/,34.152215,-118.110021,563100,USD
ca,losangeles,neighborhood,Request successfully processed,0,3101,33.811287,-118.294235,neighborhood,256,13930,South San Gabriel,http://www.zillow.com/local-info/CA-Rosemead/South-San-Gabriel/r_13930/,34.047912,-118.095144,,
